year	district	crop	season	irrigation	soil_type	seed_variety	field_area	rainfall	yield
2017	boudh	rice	zaid	tubewell	lateritic	local	0.85	116	3433
2017	boudh	maize	kharif	none	saline	hybrid	0.58	813	2905
2017	boudh	maize	rabi	tubewell	saline	hyv	3.61	297	3678
2017	boudh	maize	zaid	drip	saline	hyv	3.28	142	4098
2017	boudh	wheat	kharif	lift	red_black	local	1.06	914	2630
2017	boudh	wheat	rabi	none	lateritic	local	1.44	216	3071
2017	boudh	wheat	zaid	tubewell	saline	hybrid	4.36	72	3398
2017	boudh	groundnut	kharif	canal	saline	local	2.63	970	1480
2017	boudh	groundnut	rabi	tubewell	saline	hyv	2.62	199	2201
2017	boudh	groundnut	zaid	tubewell	lateritic	hyv	3.06	63	2732
2017	boudh	mung	kharif	canal	alluvial	local	3.34	1225	1123
2017	boudh	mung	rabi	lift	red_black	local	2.69	201	876
2017	boudh	mung	zaid	drip	saline	local	3.71	158	839
2017	boudh	cotton	kharif	drip	red_black	hybrid	0.79	1227	2179
2017	boudh	cotton	rabi	lift	alluvial	hyv	3.3	164	1743
2017	boudh	sugarcane	kharif	lift	alluvial	local	1.8	1152	71387
2017	boudh	sugarcane	rabi	lift	lateritic	hybrid	1.49	136	100343
2017	boudh	turmeric	kharif	drip	saline	local	4.47	1199	4438
2017	boudh	turmeric	rabi	lift	red_black	hyv	4.1	209	5582
2017	cuttack	rice	kharif	tubewell	red_black	hybrid	3.87	932	4548
2017	cuttack	rice	rabi	tubewell	saline	local	4.07	176	2854
2017	cuttack	rice	zaid	canal	lateritic	local	3.01	141	3621
2017	cuttack	maize	kharif	canal	red_black	hybrid	1.21	1315	5189
2017	cuttack	maize	rabi	none	alluvial	hyv	2.44	80	4125
2017	cuttack	maize	zaid	drip	lateritic	hyv	1.66	140	4483
2017	cuttack	wheat	kharif	none	red_black	local	4.34	1418	3269
2017	cuttack	wheat	rabi	none	alluvial	hyv	4.1	243	4447
2017	cuttack	wheat	zaid	none	alluvial	hybrid	3.24	76	4477
2017	cuttack	groundnut	kharif	drip	alluvial	hybrid	0.97	1010	3510
2017	cuttack	groundnut	rabi	canal	lateritic	hybrid	1.81	179	2785
2017	cuttack	groundnut	zaid	lift	alluvial	local	3.41	85	2173
2017	cuttack	mung	kharif	none	lateritic	hyv	4.86	806	1044
2017	cuttack	mung	rabi	tubewell	saline	hyv	1.79	118	835
2017	cuttack	mung	zaid	canal	saline	hyv	3.33	242	856
2017	cuttack	cotton	kharif	drip	saline	local	1.12	1219	1282
2017	cuttack	cotton	rabi	lift	red_black	local	2.49	233	1498
2017	cuttack	sugarcane	kharif	drip	alluvial	local	2.02	968	94717
2017	cuttack	sugarcane	rabi	lift	alluvial	hyv	3.92	214	99533
2017	cuttack	turmeric	kharif	tubewell	alluvial	hybrid	4.91	1332	7551
2017	cuttack	turmeric	rabi	canal	saline	hyv	4.49	273	4916
2017	deogarh	rice	kharif	canal	red_black	hyv	0.54	1340	3544
2017	deogarh	rice	zaid	tubewell	saline	hyv	3.4	209	3080
2017	deogarh	maize	kharif	drip	saline	hybrid	2.05	1464	4264
2017	deogarh	maize	rabi	lift	lateritic	hyv	0.88	149	3837
2017	deogarh	maize	zaid	tubewell	red_black	local	0.92	183	3655
2017	deogarh	wheat	kharif	canal	lateritic	local	0.63	1406	3658
2017	deogarh	wheat	rabi	canal	lateritic	hyv	3.77	78	4649
2017	deogarh	wheat	zaid	none	red_black	hyv	3.32	62	3079
2017	deogarh	groundnut	kharif	none	saline	hyv	3.08	1147	1410
2017	deogarh	groundnut	rabi	tubewell	lateritic	hyv	1.85	258	2608
2017	deogarh	groundnut	zaid	drip	lateritic	hybrid	2.2	76	3133
2017	deogarh	mung	kharif	canal	lateritic	hyv	2.54	1235	986
2017	deogarh	mung	rabi	lift	alluvial	local	0.78	171	1080
2017	deogarh	mung	zaid	tubewell	saline	local	2.16	200	774
2017	deogarh	cotton	kharif	drip	saline	hyv	3.13	1250	1493
2017	deogarh	cotton	rabi	lift	saline	local	1.15	232	937
2017	deogarh	sugarcane	kharif	lift	lateritic	hybrid	2.81	1017	90156
2017	deogarh	sugarcane	rabi	lift	saline	local	3.86	144	64820
2017	deogarh	turmeric	kharif	none	saline	local	1.04	841	3268
2017	deogarh	turmeric	rabi	drip	lateritic	local	2.17	127	5965
2017	dhenkanal	rice	kharif	canal	saline	local	4.06	1403	2356
2017	dhenkanal	rice	zaid	canal	red_black	local	1.32	50	3215
2017	dhenkanal	maize	kharif	none	red_black	local	4.42	1386	2925
2017	dhenkanal	maize	rabi	canal	saline	hyv	4.02	234	3287
2017	dhenkanal	maize	zaid	drip	lateritic	local	2.77	165	3854
2017	dhenkanal	wheat	kharif	lift	lateritic	hybrid	1.96	1480	4196
2017	dhenkanal	wheat	rabi	drip	saline	hyv	1.55	188	3405
2017	dhenkanal	wheat	zaid	none	saline	hybrid	1.75	92	2454
2017	dhenkanal	groundnut	kharif	none	red_black	hybrid	3.4	887	2347
2017	dhenkanal	groundnut	rabi	tubewell	alluvial	hybrid	2.85	178	3193
2017	dhenkanal	groundnut	zaid	none	alluvial	hybrid	4.71	54	2237
2017	dhenkanal	mung	kharif	canal	lateritic	local	4.23	1393	1057
2017	dhenkanal	mung	rabi	lift	alluvial	hybrid	3.23	61	1174
2017	dhenkanal	mung	zaid	lift	alluvial	hyv	2.47	270	1084
2017	dhenkanal	cotton	kharif	drip	red_black	hyv	1.66	901	1586
2017	dhenkanal	cotton	rabi	drip	lateritic	hyv	1.15	72	1662
2017	dhenkanal	sugarcane	kharif	tubewell	red_black	hyv	3.55	1133	77830
2017	dhenkanal	sugarcane	rabi	tubewell	alluvial	hybrid	0.76	131	103708
2017	dhenkanal	turmeric	kharif	tubewell	saline	hyv	1.66	923	5001
2017	dhenkanal	turmeric	rabi	none	lateritic	local	3.88	176	4103
2017	gajapati	rice	kharif	drip	saline	local	1.71	1366	2704
2017	gajapati	rice	zaid	lift	alluvial	hyv	3.35	54	3910
2017	gajapati	maize	kharif	canal	alluvial	local	3.93	928	4140
2017	gajapati	maize	rabi	canal	saline	hyv	0.88	102	3446
2017	gajapati	maize	zaid	tubewell	red_black	hybrid	4.93	187	4880
2017	gajapati	wheat	kharif	lift	saline	local	0.5	1435	2437
2017	gajapati	wheat	rabi	canal	lateritic	local	0.77	119	3974
2017	gajapati	wheat	zaid	drip	red_black	hybrid	2.21	211	4347
2017	gajapati	groundnut	kharif	tubewell	red_black	local	1.23	871	2182
2017	gajapati	groundnut	rabi	canal	alluvial	hyv	3.64	235	3003
2017	gajapati	groundnut	zaid	drip	red_black	hyv	1.45	255	2694
2017	gajapati	mung	kharif	canal	red_black	hybrid	1.68	1263	1290
2017	gajapati	mung	rabi	canal	lateritic	hybrid	4.92	167	1142
2017	gajapati	mung	zaid	drip	red_black	local	4.61	286	925
2017	gajapati	cotton	kharif	none	saline	local	4.56	1223	1009
2017	gajapati	cotton	rabi	drip	saline	hyv	2.92	216	1558
2017	gajapati	sugarcane	kharif	none	alluvial	hybrid	2.5	1185	79277
2017	gajapati	sugarcane	rabi	drip	red_black	hyv	1.3	228	104986
2017	gajapati	turmeric	kharif	none	alluvial	hyv	2.17	809	4593
2017	gajapati	turmeric	rabi	tubewell	alluvial	hyv	3.56	99	6453
2017	ganjam	rice	kharif	none	red_black	hybrid	1.5	1171	3932
2017	ganjam	rice	rabi	lift	lateritic	local	1.38	151	3014
2017	ganjam	rice	zaid	none	red_black	hybrid	2.75	99	2816
2017	ganjam	maize	kharif	drip	lateritic	local	3.15	930	4187
2017	ganjam	maize	rabi	canal	lateritic	hybrid	3.78	267	4195
2017	ganjam	maize	zaid	none	red_black	hybrid	3.02	290	3698
2017	ganjam	wheat	kharif	lift	alluvial	hyv	2.45	1080	4474
2017	ganjam	wheat	rabi	none	saline	hyv	2.13	276	2914
2017	ganjam	wheat	zaid	tubewell	alluvial	hyv	4.63	130	4291
2017	ganjam	groundnut	kharif	none	saline	local	2.01	825	1604
2017	ganjam	groundnut	rabi	tubewell	saline	local	4.63	134	1570
2017	ganjam	groundnut	zaid	canal	alluvial	hybrid	3.31	160	2549
2017	ganjam	mung	kharif	none	red_black	hyv	1.61	1148	912
2017	ganjam	mung	rabi	none	red_black	hybrid	4.07	248	1133
2017	ganjam	mung	zaid	drip	saline	local	3.31	71	851
2017	ganjam	cotton	kharif	none	alluvial	hyv	1.91	866	1676
2017	ganjam	cotton	rabi	tubewell	alluvial	hyv	0.75	160	1882
2017	ganjam	sugarcane	kharif	none	alluvial	hybrid	0.75	1190	77368
2017	ganjam	sugarcane	rabi	lift	alluvial	hybrid	3.88	203	90440
2017	ganjam	turmeric	kharif	drip	alluvial	hyv	2.23	1435	7160
2017	ganjam	turmeric	rabi	drip	alluvial	hyv	3.43	56	6924
2017	jagatsinghpur	rice	kharif	lift	red_black	hybrid	1.37	1409	3330
2017	jagatsinghpur	rice	zaid	drip	lateritic	hybrid	1.07	140	4073
2017	jagatsinghpur	maize	kharif	lift	saline	hybrid	3.29	940	2989
2017	jagatsinghpur	maize	rabi	none	alluvial	local	1.9	295	3236
2017	jagatsinghpur	maize	zaid	canal	red_black	hybrid	4.48	87	4871
2017	jagatsinghpur	wheat	kharif	lift	red_black	hybrid	2.04	808	3698
2017	jagatsinghpur	wheat	rabi	drip	lateritic	local	1.57	193	4187
2017	jagatsinghpur	wheat	zaid	none	saline	hyv	1.38	282	2344
2017	jagatsinghpur	groundnut	kharif	tubewell	alluvial	hyv	1.35	1278	2712
2017	jagatsinghpur	groundnut	rabi	drip	red_black	hybrid	3.05	126	2780
2017	jagatsinghpur	groundnut	zaid	lift	red_black	local	0.97	283	2203
2017	jagatsinghpur	mung	kharif	none	saline	local	4.64	1035	666
2017	jagatsinghpur	mung	rabi	lift	lateritic	local	2.66	258	950
2017	jagatsinghpur	mung	zaid	canal	saline	local	2.3	51	843
2017	jagatsinghpur	cotton	kharif	canal	alluvial	local	2.11	945	1609
2017	jagatsinghpur	cotton	rabi	canal	saline	local	3.34	142	1294
2017	jagatsinghpur	sugarcane	kharif	none	alluvial	local	1.39	1068	64510
2017	jagatsinghpur	sugarcane	rabi	tubewell	red_black	hybrid	1.61	95	88607
2017	jagatsinghpur	turmeric	kharif	canal	alluvial	local	4.24	1470	4705
2017	jagatsinghpur	turmeric	rabi	none	red_black	local	1.87	257	3688
2017	jajpur	rice	kharif	canal	lateritic	hybrid	4.9	1244	4740
2017	jajpur	rice	zaid	none	alluvial	local	4.47	98	2445
2017	jajpur	maize	kharif	tubewell	saline	hybrid	2.18	1451	3707
2017	jajpur	maize	rabi	tubewell	alluvial	hybrid	3.14	125	5476
2017	jajpur	maize	zaid	tubewell	red_black	local	0.74	273	3919
2017	jajpur	wheat	kharif	tubewell	saline	local	3.77	1479	2917
2017	jajpur	wheat	rabi	drip	alluvial	local	2.79	215	4521
2017	jajpur	wheat	zaid	drip	red_black	hyv	2.84	232	3782
2017	jajpur	groundnut	kharif	canal	saline	hybrid	4.8	1395	2142
2017	jajpur	groundnut	rabi	lift	alluvial	local	1.49	270	1983
2017	jajpur	groundnut	zaid	tubewell	saline	local	1.88	196	1929
2017	jajpur	mung	kharif	tubewell	red_black	hyv	2.98	886	982
2017	jajpur	mung	rabi	canal	saline	hybrid	2.08	169	984
2017	jajpur	mung	zaid	drip	red_black	hyv	2.53	144	1171
2017	jajpur	cotton	kharif	lift	red_black	hyv	2.22	1039	1372
2017	jajpur	cotton	rabi	canal	alluvial	hyv	4.56	178	1709
2017	jajpur	sugarcane	kharif	drip	alluvial	hyv	4.67	873	94014
2017	jajpur	sugarcane	rabi	canal	alluvial	hybrid	1.4	134	97489
2017	jajpur	turmeric	kharif	canal	red_black	hybrid	4.17	1081	6330
2017	jajpur	turmeric	rabi	tubewell	lateritic	hybrid	3.83	52	6742
2017	jharsuguda	rice	kharif	canal	red_black	hyv	4.02	1215	3685
2017	jharsuguda	rice	zaid	none	saline	hybrid	2.81	88	2695
2017	jharsuguda	maize	kharif	lift	lateritic	local	3.76	1039	3012
2017	jharsuguda	maize	rabi	drip	saline	hybrid	4.16	71	3713
2017	jharsuguda	maize	zaid	canal	lateritic	hyv	3.97	103	4385
2017	jharsuguda	wheat	kharif	lift	saline	hybrid	0.64	931	2746
2017	jharsuguda	wheat	rabi	canal	alluvial	hyv	4.15	136	4910
2017	jharsuguda	wheat	zaid	tubewell	saline	hyv	3.59	249	3001
2017	jharsuguda	groundnut	kharif	drip	red_black	hyv	3.14	832	2745
2017	jharsuguda	groundnut	rabi	tubewell	lateritic	hyv	3.06	283	2706
2017	jharsuguda	groundnut	zaid	drip	saline	hyv	1.42	186	2082
2017	jharsuguda	mung	kharif	lift	lateritic	hyv	0.99	1262	1033
2017	jharsuguda	mung	rabi	canal	alluvial	local	0.97	58	1072
2017	jharsuguda	mung	zaid	drip	saline	local	1.34	296	724
2017	jharsuguda	cotton	kharif	lift	red_black	local	1.55	871	1383
2017	jharsuguda	cotton	rabi	lift	alluvial	hyv	2.83	270	1505
2017	jharsuguda	sugarcane	kharif	lift	saline	local	4.95	1228	50836
2017	jharsuguda	sugarcane	rabi	lift	alluvial	hyv	4.8	83	100370
2017	jharsuguda	turmeric	kharif	tubewell	red_black	hyv	4.18	962	5792
2017	jharsuguda	turmeric	rabi	drip	red_black	hybrid	1.41	167	6922
2017	kalahandi	rice	kharif	canal	lateritic	local	4.96	1208	3246
2017	kalahandi	rice	zaid	tubewell	red_black	hybrid	4.46	197	3705
2017	kalahandi	maize	kharif	none	alluvial	hyv	3.41	1155	4271
2017	kalahandi	maize	rabi	canal	saline	hybrid	4.21	156	3977
2017	kalahandi	maize	zaid	tubewell	lateritic	hybrid	3.8	283	4443
2017	kalahandi	wheat	kharif	tubewell	alluvial	hyv	3.64	961	3668
2017	kalahandi	wheat	rabi	canal	red_black	hybrid	4.62	234	4672
2017	kalahandi	wheat	zaid	tubewell	saline	hyv	4.97	144	3140
2017	kalahandi	groundnut	kharif	none	alluvial	hybrid	3.95	1261	2345
2017	kalahandi	groundnut	rabi	tubewell	red_black	local	2.78	68	2135
2017	kalahandi	groundnut	zaid	lift	saline	hyv	3.86	151	2016
2017	kalahandi	mung	kharif	none	alluvial	hyv	1.02	1134	1138
2017	kalahandi	mung	rabi	lift	saline	hyv	0.81	112	821
2017	kalahandi	mung	zaid	lift	lateritic	hyv	4.19	93	1115
2017	kalahandi	cotton	kharif	none	alluvial	local	1.82	1200	1333
2017	kalahandi	cotton	rabi	tubewell	alluvial	hybrid	3.94	89	2085
2017	kalahandi	sugarcane	kharif	lift	red_black	local	1.48	1491	61513
2017	kalahandi	sugarcane	rabi	drip	lateritic	hyv	3.64	257	106984
2017	kalahandi	turmeric	kharif	drip	alluvial	hyv	3.61	1412	6467
2017	kalahandi	turmeric	rabi	none	alluvial	hyv	3.95	145	5710
2017	kandhamal	rice	kharif	tubewell	lateritic	local	0.57	814	2832
2017	kandhamal	rice	zaid	tubewell	alluvial	local	4.81	263	2900
2017	kandhamal	maize	kharif	tubewell	lateritic	local	2.37	1134	3176
2017	kandhamal	maize	rabi	canal	lateritic	hybrid	1.43	290	4556
2017	kandhamal	maize	zaid	lift	alluvial	local	1.46	94	3473
2017	kandhamal	wheat	kharif	none	saline	hybrid	1.92	1269	2706
2017	kandhamal	wheat	rabi	tubewell	alluvial	hybrid	4.17	144	5069
2017	kandhamal	wheat	zaid	none	alluvial	local	2.35	177	3327
2017	kandhamal	groundnut	kharif	none	lateritic	hyv	4.82	1446	2132
2017	kandhamal	groundnut	rabi	lift	lateritic	hyv	1.29	226	2455
2017	kandhamal	groundnut	zaid	canal	saline	local	2.01	199	1784
2017	kandhamal	mung	kharif	lift	saline	hybrid	3.38	1401	809
2017	kandhamal	mung	rabi	none	lateritic	local	3.27	129	895
2017	kandhamal	mung	zaid	tubewell	saline	local	3.29	145	666
2017	kandhamal	cotton	kharif	lift	red_black	local	1.18	838	1202
2017	kandhamal	cotton	rabi	tubewell	saline	hybrid	4.45	131	1282
2017	kandhamal	sugarcane	kharif	none	saline	hybrid	4.16	1034	69885
2017	kandhamal	sugarcane	rabi	canal	red_black	local	1.43	284	67565
2017	kandhamal	turmeric	kharif	tubewell	lateritic	hybrid	4.43	987	6038
2017	kandhamal	turmeric	rabi	lift	alluvial	local	4.41	99	4215
2017	kendrapara	rice	kharif	none	lateritic	local	1.07	1362	2480
2017	kendrapara	rice	zaid	tubewell	lateritic	hybrid	0.85	129	4003
2017	kendrapara	maize	kharif	tubewell	lateritic	local	2.41	1110	3714
2017	kendrapara	maize	rabi	canal	saline	hybrid	1.41	173	3991
2017	kendrapara	maize	zaid	none	red_black	hyv	2.2	158	3419
2017	kendrapara	wheat	kharif	drip	saline	local	4.19	820	3168
2017	kendrapara	wheat	rabi	lift	saline	local	3.91	202	2914
2017	kendrapara	wheat	zaid	drip	lateritic	hybrid	3.77	168	4218
2017	kendrapara	groundnut	kharif	canal	saline	hyv	2.19	873	2050
2017	kendrapara	groundnut	rabi	canal	lateritic	hybrid	2.61	98	2420
2017	kendrapara	groundnut	zaid	none	alluvial	hybrid	3.79	153	2381
2017	kendrapara	mung	kharif	lift	saline	hybrid	2.18	1456	877
2017	kendrapara	mung	rabi	drip	alluvial	hyv	4.48	81	1509
2017	kendrapara	mung	zaid	lift	lateritic	local	3.93	247	1000
2017	kendrapara	cotton	kharif	canal	saline	hybrid	3.6	1466	1524
2017	kendrapara	cotton	rabi	lift	saline	hybrid	1.61	285	1311
2017	kendrapara	sugarcane	kharif	canal	alluvial	hybrid	3.5	1419	95920
2017	kendrapara	sugarcane	rabi	lift	lateritic	hyv	1.61	219	84157
2017	kendrapara	turmeric	kharif	tubewell	alluvial	local	3.97	1193	5508
2017	kendrapara	turmeric	rabi	lift	alluvial	hybrid	4.59	92	6732
2017	keonjhar	rice	kharif	lift	red_black	hybrid	1.86	1474	4311
2017	keonjhar	rice	zaid	drip	red_black	hybrid	2.35	236	4521
2017	keonjhar	maize	kharif	none	alluvial	hybrid	3.08	946	4493
2017	keonjhar	maize	rabi	canal	lateritic	hybrid	2.29	93	4240
2017	keonjhar	maize	zaid	lift	alluvial	local	0.81	184	3843
2017	keonjhar	wheat	kharif	lift	red_black	hybrid	2.44	990	3476
2017	keonjhar	wheat	rabi	tubewell	lateritic	hyv	1.32	165	4603
2017	keonjhar	wheat	zaid	drip	lateritic	local	1.4	257	3912
2017	keonjhar	groundnut	kharif	tubewell	red_black	hyv	2.48	911	2791
2017	keonjhar	groundnut	rabi	tubewell	alluvial	hyv	0.89	66	2424
2017	keonjhar	groundnut	zaid	canal	alluvial	hybrid	1.56	244	2956
2017	keonjhar	mung	kharif	none	alluvial	local	1.7	1481	1000
2017	keonjhar	mung	rabi	drip	alluvial	local	1.45	146	1244
2017	keonjhar	mung	zaid	drip	red_black	hyv	2.63	159	1137
2017	keonjhar	cotton	kharif	canal	red_black	hybrid	4.51	1045	2069
2017	keonjhar	cotton	rabi	canal	saline	hyv	3.25	273	1513
2017	keonjhar	sugarcane	kharif	canal	alluvial	local	2.56	942	90904
2017	keonjhar	sugarcane	rabi	none	alluvial	hybrid	1.76	258	94717
2017	keonjhar	turmeric	kharif	tubewell	red_black	hyv	3.28	1286	5783
2017	keonjhar	turmeric	rabi	drip	saline	hybrid	1.35	295	5958
2017	khordha	rice	kharif	canal	alluvial	hybrid	2.12	1133	4115
2017	khordha	rice	zaid	tubewell	saline	hyv	3.83	139	3153
2017	khordha	maize	kharif	lift	saline	hybrid	4.36	1194	3886
2017	khordha	maize	rabi	canal	lateritic	hybrid	1.14	196	4753
2017	khordha	maize	zaid	drip	alluvial	local	2.74	263	3946
2017	khordha	wheat	kharif	drip	saline	local	4.53	1293	3475
2017	khordha	wheat	rabi	drip	lateritic	local	1.45	218	4317
2017	khordha	wheat	zaid	none	alluvial	hyv	4.97	287	3193
2017	khordha	groundnut	kharif	canal	saline	hyv	1.49	1287	1934
2017	khordha	groundnut	rabi	none	lateritic	hybrid	3.35	253	2356
2017	khordha	groundnut	zaid	canal	lateritic	hybrid	3.95	214	2920
2017	khordha	mung	kharif	canal	saline	hybrid	3.84	1469	1076
2017	khordha	mung	rabi	drip	saline	local	1.51	72	772
2017	khordha	mung	zaid	none	alluvial	hyv	3.83	240	1201
2017	khordha	cotton	kharif	none	red_black	local	4.34	1390	1431
2017	khordha	cotton	rabi	none	red_black	local	3.16	149	1142
2017	khordha	sugarcane	kharif	lift	red_black	hyv	4.09	929	97575
2017	khordha	sugarcane	rabi	drip	lateritic	local	2.28	167	89744
2017	khordha	turmeric	kharif	canal	lateritic	hyv	4.27	1266	5795
2017	khordha	turmeric	rabi	tubewell	red_black	local	3.86	261	5567
2017	koraput	rice	kharif	none	red_black	hyv	2.76	1080	3174
2017	koraput	rice	zaid	drip	saline	hybrid	4.23	230	3082
2017	koraput	maize	kharif	lift	alluvial	hyv	1.19	1030	4223
2017	koraput	maize	rabi	none	lateritic	hyv	3.77	258	3079
2017	koraput	maize	zaid	tubewell	alluvial	hybrid	2.27	171	4593
2017	koraput	wheat	kharif	canal	saline	hyv	0.82	1089	3136
2017	koraput	wheat	rabi	tubewell	saline	local	1.09	198	2884
2017	koraput	wheat	zaid	none	red_black	hyv	3.45	163	3129
2017	koraput	groundnut	kharif	lift	red_black	local	1.44	1000	2052
2017	koraput	groundnut	rabi	none	red_black	hybrid	4.35	251	1882
2017	koraput	groundnut	zaid	tubewell	saline	hyv	3.56	64	1699
2017	koraput	mung	kharif	none	red_black	hyv	1.31	1327	756
2017	koraput	mung	rabi	canal	saline	local	3.32	58	708
2017	koraput	mung	zaid	none	lateritic	hyv	2.7	294	923
2017	koraput	cotton	kharif	tubewell	saline	hybrid	4.96	891	1438
2017	koraput	cotton	rabi	lift	saline	hyv	3.35	52	1134
2017	koraput	sugarcane	kharif	none	alluvial	local	1.05	1321	70806
2017	koraput	sugarcane	rabi	tubewell	alluvial	hybrid	3.08	120	104107
2017	koraput	turmeric	kharif	none	lateritic	hyv	2.68	1244	4559
2017	koraput	turmeric	rabi	canal	lateritic	local	1.96	270	4852
2017	malkangiri	rice	kharif	drip	lateritic	hyv	4.16	1369	3342
2017	malkangiri	rice	zaid	drip	saline	local	2.84	232	2532
2017	malkangiri	maize	kharif	none	lateritic	hybrid	4.54	1413	3221
2017	malkangiri	maize	rabi	tubewell	alluvial	hybrid	2.51	60	4440
2017	malkangiri	maize	zaid	tubewell	lateritic	hybrid	1.23	267	4355
2017	malkangiri	wheat	kharif	none	alluvial	local	2.78	1357	2806
2017	malkangiri	wheat	rabi	tubewell	saline	hybrid	0.5	292	3151
2017	malkangiri	wheat	zaid	drip	red_black	hybrid	2.9	175	3855
2017	malkangiri	groundnut	kharif	canal	red_black	hybrid	2.92	901	2341
2017	malkangiri	groundnut	rabi	none	lateritic	local	1.35	263	1607
2017	malkangiri	groundnut	zaid	tubewell	lateritic	hybrid	2.98	121	2635
2017	malkangiri	mung	kharif	tubewell	saline	local	2.97	1465	677
2017	malkangiri	mung	rabi	tubewell	saline	hyv	0.87	158	777
2017	malkangiri	mung	zaid	tubewell	lateritic	local	3.33	212	848
2017	malkangiri	cotton	kharif	tubewell	red_black	hybrid	3.46	1419	1874
2017	malkangiri	cotton	rabi	tubewell	saline	local	1.92	147	1188
2017	malkangiri	sugarcane	kharif	none	lateritic	local	1.72	1500	62332
2017	malkangiri	sugarcane	rabi	drip	saline	local	1.98	282	56301
2017	malkangiri	turmeric	kharif	canal	red_black	local	4.41	810	4184
2017	malkangiri	turmeric	rabi	none	saline	local	2.2	286	2679
2017	mayurbhanj	rice	kharif	none	lateritic	hybrid	3.78	1301	3238
2017	mayurbhanj	rice	rabi	canal	red_black	hybrid	1.72	62	3298
2017	mayurbhanj	rice	zaid	tubewell	red_black	hyv	1.31	223	3766
2017	mayurbhanj	maize	kharif	drip	saline	hyv	3.17	1325	3328
2017	mayurbhanj	maize	rabi	tubewell	lateritic	local	2.2	63	3854
2017	mayurbhanj	maize	zaid	canal	lateritic	hybrid	3.24	96	4779
2017	mayurbhanj	wheat	kharif	lift	red_black	hyv	2.76	1238	3303
2017	mayurbhanj	wheat	rabi	drip	lateritic	hyv	3.36	128	3850
2017	mayurbhanj	wheat	zaid	lift	red_black	local	3.36	111	2688
2017	mayurbhanj	groundnut	kharif	none	lateritic	hybrid	0.76	1367	2414
2017	mayurbhanj	groundnut	rabi	lift	alluvial	hyv	3.55	84	2829
2017	mayurbhanj	groundnut	zaid	lift	saline	hybrid	3.58	186	2085
2017	mayurbhanj	mung	kharif	none	saline	local	3.27	807	718
2017	mayurbhanj	mung	rabi	lift	red_black	local	4.97	285	922
2017	mayurbhanj	mung	zaid	drip	alluvial	hybrid	2.52	288	1287
2017	mayurbhanj	cotton	kharif	drip	lateritic	local	0.84	1326	1718
2017	mayurbhanj	cotton	rabi	canal	alluvial	hyv	2.73	298	1641
2017	mayurbhanj	sugarcane	kharif	none	red_black	hybrid	1.62	920	82203
2017	mayurbhanj	sugarcane	rabi	canal	red_black	hyv	1.82	238	81978
2017	mayurbhanj	turmeric	kharif	drip	saline	local	4.65	1458	4695
2017	mayurbhanj	turmeric	rabi	drip	alluvial	hyv	4.52	64	7265
2017	nabarangpur	rice	kharif	canal	alluvial	hybrid	2.57	909	4263
2017	nabarangpur	rice	rabi	tubewell	saline	hyv	0.54	100	2702
2017	nabarangpur	rice	zaid	none	lateritic	hyv	1.06	89	2864
2017	nabarangpur	maize	kharif	canal	lateritic	hyv	2.28	1238	3890
2017	nabarangpur	maize	rabi	tubewell	red_black	local	4.95	162	3768
2017	nabarangpur	maize	zaid	tubewell	lateritic	hyv	3.86	276	3526
2017	nabarangpur	wheat	kharif	tubewell	alluvial	local	1.78	1231	3289
2017	nabarangpur	wheat	rabi	canal	alluvial	local	3.5	295	4402
2017	nabarangpur	wheat	zaid	canal	alluvial	hyv	2.7	224	4244
2017	nabarangpur	groundnut	kharif	tubewell	red_black	hyv	2.76	1198	2799
2017	nabarangpur	groundnut	rabi	tubewell	alluvial	local	4.07	138	2109
2017	nabarangpur	groundnut	zaid	drip	alluvial	hybrid	1.56	137	3389
2017	nabarangpur	mung	kharif	lift	alluvial	hyv	2.66	884	1040
2017	nabarangpur	mung	rabi	lift	lateritic	hybrid	1.19	113	1103
2017	nabarangpur	mung	zaid	canal	alluvial	hyv	4.97	260	1122
2017	nabarangpur	cotton	kharif	lift	lateritic	hyv	3.68	1314	1659
2017	nabarangpur	cotton	rabi	drip	lateritic	local	4.97	212	1602
2017	nabarangpur	sugarcane	kharif	tubewell	lateritic	local	1.1	996	67197
2017	nabarangpur	sugarcane	rabi	tubewell	saline	local	3.27	63	54742
2017	nabarangpur	turmeric	kharif	lift	saline	hybrid	1.88	1036	4575
2017	nabarangpur	turmeric	rabi	tubewell	red_black	hyv	2.66	214	5536
2017	nayagarh	rice	kharif	none	red_black	local	1.71	1159	2568
2017	nayagarh	rice	zaid	tubewell	red_black	local	1.32	219	2550
2017	nayagarh	maize	kharif	canal	lateritic	hyv	2.62	903	4647
2017	nayagarh	maize	rabi	lift	lateritic	hyv	4.77	127	3639
2017	nayagarh	maize	zaid	none	alluvial	hybrid	0.56	270	4189
2017	nayagarh	wheat	kharif	tubewell	red_black	hyv	3.84	1403	3703
2017	nayagarh	wheat	rabi	drip	red_black	local	3.43	148	3489
2017	nayagarh	wheat	zaid	none	alluvial	local	3.33	60	3174
2017	nayagarh	groundnut	kharif	drip	lateritic	local	3.67	876	2638
2017	nayagarh	groundnut	rabi	drip	red_black	hyv	3.76	101	3086
2017	nayagarh	groundnut	zaid	drip	lateritic	local	1.08	232	2282
2017	nayagarh	mung	kharif	canal	red_black	hyv	2.52	1246	1175
